text,label,multi
官方旗舰店60护肤品大促送壕车亲爱的已经送你8000优惠券套装只要1000快点击[URL].naliao[URL]退订回复,0,推销
乐视亲爱的黑色300疯狂来袭每日点手机配件折抢不停小乐再送您一张10元电视券uuuuWECHAT仅限购买x0air艺术版9月2日当天使用用券最高享80元优惠更多惊喜戳[URL]79.cnryuoduk回td退订,0,活动
五一狂欢，备好豪礼8188dx.b2bf.biz中国,1,礼品
"嗨,澳门威尼斯特邀您,存10即送68元三倍提款,六合彩48.98倍,守存再大送,登录901526[URL]注册请联系在线客服.p80",1,赌博
亚博旗下华体会2月1号正式上线，注册即送38，首存多少送多少，不骗人，信誉第一网：hth110.cc联系QQ[Phone],1,赌博
一道闪过恭喜你升级啦快上[URL].13.cn领取升级礼包继续上刷经验吧时间有限哦,0,活动
尊敬的建行用户您的账户积分已满万请立即登陆[URL].chaochao.cn兑换20元现金礼品逾期清零建设银行,0,礼品
尊敬的客户：您好！截至201912月28日06:54，您的手机账户已透支，进入信用服务阶段。最高透支额度为5元，有效期为3天，超出额度或有效期将被限制呼出。请及时缴费充值，以免被停机而影响您的手机正常使用。您可直接登录浙江移动手机营业厅充值并享受优惠[URL].10086.cnsdtxcz中国移动,0,通知
各种娱乐玩法、送惊喜送福利注册领8188元点:1570279[URL],1,赌博
国美在线大家电不止折iphones仅海尔70升冰箱10元4点等你来抢购[URL].cn9dc退订回t,0,推销
立方大药房尊敬的会员月6号会员日啦全场商品折起折后还有好礼相送更有团购更省钱夏季也要注意健康哟回td退订,0,活动
捕鱼.放牛.斗地主.麻将.注册赠，点： ,1,赌博
唯品会粉色星期五狂欢日快带上您账号即将过期的元券游世界今晚点馆馆馆等精选折起免税[URL].cn回td退订,0,活动
业余工作工作生活两不误，帮姐干事，带你日进几千，加微：[Phone],1,兼职
阿卡神马双十一来啦预售已打响倍抵扣早买早优惠还有限量坚果礼盒送速速来看哪[URL].li.cn退订回复td,0,活动
瓦店幸福家园腊月盛大开盘层电梯花园洋房500万起开盘当天有精美礼品赠送另招售楼人员名抢房热线[Phone],0,地产
优惠小贴士手机摇一摇求好礼新年到移动送礼啦关注金华移动微信参加求好礼活动轻松赢取话费流量红包登录移动手机营业厅随时随地查流量充话费办加油包还享优惠官方下载地址[URL].duzou.cn,0,活动
京东11.11珍视明15支人工泪液，免费抢iphone12！第3件0元送台灯！戳3.cn16mFbAz回td退订,0,推销
这里随时返水这里提款最快手机就能玩真人真钱，百家乐、老虎机、时时彩、六合彩、足球体育等更多娱乐邀您来赢钱！添加[Phone].031668[URL]澳门威尼斯人www.089138[URL]支持微信、手机银行、支付宝充值！,1,赌博
话费信息提醒尊敬的客户感谢您体验中国移动网络本月已返充20元至您的帐户中请您关注中国移动提醒服务更多自助便捷服务请登录移动手机营业厅[URL].pingxiao.cn中国移动,0,通知
2021新年回馈银河老玩家，特邀赠送回归彩金38688元，联系活动专员还有叠加礼包领取，进入132520.cc,1,赌博
名牌地产常绿地产溪谷一期盛大交房二期50准现房元旦钜惠万住三房另送万元家电基金到访有礼[Phone],0,地产
"众乐器牌捕鱼,牛牛.送18充加25%点：[URL].medafML",1,赌博
代某某您的款到了，取出请加微I信：[Phone],1,贷款
法轮功学员祝大家新年好诚念法轮大法好好福报陪伴你,1,涉政
"特邀嘉宾您好，最近有赚吗实力老师在线指导,一对一带你回血，每天赢38百左右亏了包赔加微：[Phone]详细了解",1,赌博
梦想成为现实 选择比努力更重要满载而归ut2.meQBC送119.阈值,1,钓鱼
钻石世家尊敬的会员钻石世家特别推出专属活动爱似一世风景关注钻石世家悦享汇官方微信参与活动有机会获得免费全球游双人名额回复td退订,0,活动
温馨提醒：周末借款福利多，红包和活动可别错过，速度查看y:y7.l1l退订回j,1,贷款
 新台新运，牛年牛气，100送288直达，500送688直达，一水无限制，真诚相邀，机会不容错过，加Q[Phone],1,赌博
蛇年吉祥！有 税据方便你做账报销[Phone]刘生,1,推销
"依晴春节到了,我可以帮您盈利来减轻负担.加微[Phone]",1,赌博
"您好,麻烦加我正确微信号：[Phone]来相看看吧!香奈儿、马仕、LV包表!超级feel!",1,推销
"冰成哥来就送8188彩金,领取神秘大礼,多乐棋游,您懂得,来tancheng360[URL]领取BMDp",1,赌博
充值福利尊敬的客户，120元话费优惠活动火热进行中！现在您只需回复短信574502即可参加话费余额需大于10元。120元的优惠于活动生效当月起分24个月平均享受，不含代收费、国漫及外部权益等费用，在此期间保底消费需18元月。预存话费10元于活动生效次日一次性返充到账。专属优惠，转发无效。本活动与其它终端类、月费优惠类、话费类等合约不可同时参加，若提前终止需支付违约金。中国移动和你一起,0,推销
"你好,找会计注册公司、收转让公司,需要量大,请电：[Phone]苏.",1,推销
你好有单子给你900天加微;[Phone]知了,1,兼职
"凡哥来就送15.88,无须流水,100可提,点击79qiji.cc领取,多乐棋游BVqX",1,赌博
亲。预警账单号澳圣棋牌，邀您发财，注册可领78上线：as.cc35v.cc,1,赌博
上期的08兔对了没加我微：[Phone]送你明天3个号!和多号副号:1355542,1,赌博
亲爱的翡蒂会员庆五一舞动全城一降到底全场买二送一特价除外约吗活动时间月5日月日活动地址翡蒂内衣店,0,推销
第二届皮草节开幕啦新款貂皮皮衣低至折皮草品质保障公主坟百货b座二楼询[Phone]退订回t东方皮草行,0,推销
尊敬的客户您账户已满300积分可兑换的现金请登陆手机网[URL].62.net查询当日兑换逾期清零工商银行,0,礼品
你好！最近比较忙，加我微：[Phone]有事找你,1,交友
春水堂套套4000元片起情趣内衣件6元起喷剂5元起无线跳蛋3元[URL].juan.cn立抢退订回n,0,推销
4%老股民都在用的「炒股指标」限时免费送，登录大智慧q查看或打开链接s.g.k.ayf=z8l%3y查看，回复x退订。,1,股票
爱看秋日福利，赢大秀门票尊敬的客户，罗志祥领衔这！就是街舞空降杭州，爱看喊你抽门票啦！10月10日16日期间登录咪咕爱看客户端活动页报名成功且爱看流量使用量达5GB，即可参与专场秀门票抽奖活动，有机会获得价值580元的门票2张，报名及详情请点击：[URL].10086.cnLjhIAg。中国移动和你一起,0,活动
最后通知！尊敬的刘某某：您申请的额度已通过，请您及时联系在线客服QQ：[Phone]祝您生活愉快！,1,贷款
唯品会周末专享优惠打造新年格调家专场特卖1折起折后最高满600减90等大牌3000点等你来抢[URL].yan.cn回td退订,0,活动
提示尊敬的联通用户您好联通游戏为您提供游戏免流量下载服务现向您推荐现象级mmorpg梦幻西游家园系统震撼来袭轻松打造庭院豪宅下载游戏免流量可为您节省m并为您免费提供独家礼包含九转50点击下载[URL].jieliao.cn即可马上领取,0,活动
提供上门服务，新到极品美女，身材好皮肤百，服务专业态度好，莞式一条龙全套服务，只有您想不到没有我们做不到，上门服务电话[Phone],1,色情
尊敬的工行用户您好您的电子密码器将于次日失效请登陆[URL].cn进行激活感谢您一直以来对我行的支持工商银行,0,通知
语音预警百乐门棋牌邀您发财送86上线：qk.aa66k.cc领,1,赌博
乐视快来领礼券啦双手机用券减6000电视用券减7购机最高再返千元优惠券电视手机汽车等元起天天秒年终大促最后一马上来领券[URL].cnrptcm回td退订,0,活动
你是有在找兼职吗客服微信麻烦添加一下[Phone],1,兼职
"来电提醒：喜宝计划软件特邀您为本工作室合伙人,AI机器人全天代投,稳定每天收益300700,加[Phone][Phone]",1,赌博
阳，你之前在我店买的宝贝已确认收货，麻烦加登记员微信：[Phone]赠你智能锅一个包邮截止明天,1,礼品
齐发国际qf553.0m老会员立领1水188元，新用户注册送1水118，各游戏通用，7天无理由包。手初来抢,1,赌博
妻子半夜离开卧室，男子查看监控果断离婚，竟在自己眼皮底下偷情,0,新闻
新年兑换最后提醒：尊敬的尾号0520用户，您累积7260个金币将于3月8日全部作废，请速点d9i.cn1z84a兑换，回T退,0,礼品
哔哩哔哩重要公告通知您购买的上海·2021ChinaJoy中国国际数码展览会发布了公告8月2日入场通知，查看公告[URL]23.tvGTBjjY回TD退订,0,通知
尊敬的用户，您的直播间还没有斗鱼水印，为了对您的直播间进行更好的安全保护，鲨鱼娘特提醒您添加。如何添加斗鱼水印：y:i.k.cdcdl421.j。若您已添加水印，可忽略此信息！,0,通知
门头沟国泰祝冬奥会申办成功五层运动休闲暑期大促指定商品特价折潮宏基黄金惊爆60元克免工费穿着类低折回td退订,0,活动
简直惊喜的不要的，一直想要一款这样的包包，终于让我找到了，背上之后真的好好看，内部空间很大，可以放好多东西哦，感谢卖家送的卡包,0,评价
"你好,上次的46、淲对了吧!加微：[Phone]推荐明天一肖四码!",1,赌博
淘宝口米大麦聚品牌团3日十点开抢元起秋款疯狂秒杀折后满再减2[URL].xiulanxue.cn退订回n,0,活动
尊敬的用户您的工银密码器将于今日失效请及时登录我行手机网站[URL].cn进行升级给您带来不便敬请谅解工商银行,0,通知
来就送567元点领走：[Phone].c0,1,礼品
今日尊敬的会员100月日至日天虹全场换倍即折欢迎前来选购退订回n,0,活动
客戶，盛大赠38龙牛虎金花  sd1.xsj1.biz中国移动 ,1,赌博
你好，今天安排内幕1肖3数，不收费，加微:[Phone],1,赌博
"金沙娱乐场；全球最大的现金平台,百家乐,六合48.6赔,时时彩,等几百种游戏尽在；j8345[URL]首注册免费送18体验金.",1,赌博
京东支付您通过农行卡0171支付10.60元。恭喜您获得8次抽奖机会，戳3.cnj100NF3kK,0,通知
妈妈特别喜欢，一定会回购的,0,评价
环球体育：体育电竞活动首存1200送1200.加QQ[Phone],1,赌博
基金月日沪指已达80点投资者如何投资理财快快关注日点嘉实基金经理张自力先生的专场网络视频会议了解财富增值的秘密参会链接[URL].cn投资需谨慎,1,理财
机惠一切从减月日到指定营业厅买手机一降到底最低价iphone折上折部分机型买一送一购指定机型合约入网加送省内流量另有g手机低至4000元欢迎至联通营业厅咨询,0,活动
客户， 注册即送888，[Phone]加祖传包赢技术，秒出款，真人，彩票，体育戳：5s6c.cc，qq:[Phone]。   ,1,赌博
金牛回馈已开始啦，4.91418.app感恩一路有你！,1,赌博
生活市集陪您安心防疫！送你50集集点，全站商品可折抵至0元，在家备齐口罩、放护用品，一起度过疫情[URL]7.twH6tDV,1,活动
轻松一点，千金搏来。18888红包满天飞！秒充秒提！，公平公正！t.cnAikWq9ds,1,礼品
当当400万种图书70003折封顶爱书的你还觉得不够过瘾全场图书折后满200再返100元书券世界读书日即可享用回td退订,0,活动
"东岳哥来就送8188彩金,领取神秘大礼,多乐棋游,您懂得,来tancheng360[URL]领取JjEU",1,赌博
特邀红包你领了吗没领赶紧来，领完再存还有福利欢迎咨询就优惠j9867[URL],1,礼品
天天刷牙还口臭天然蜂毒萃取，牙痛、口臭、黄牙迅速搞定！连口腔异味、溃疡都没有了2k.rv1k阈值退订v,0,推销
"亲可以做临时工吗给你220天以上,微：[Phone]",1,兼职
"亚博诚邀，分台华体会送不停，首充100到200500到688，本彩均一水无垠制,戳：htbet465[URL]客服Q：[Phone]",1,赌博
哇，棋牌账单号牛牛捕鱼龙虎豪礼大放送领38888：y1.b2dn.co。0kG,1,赌博
中国农业银行您尾号0171账户10月18日18:12向钱袋宝完成钱袋宝交易人民币24.62。,0,通知
天猫澳琳达旗舰店主人主人今天我们大促哦鱼油对折买二送卵磷脂还送蜂胶哦我在店铺等您哦[URL].85.cn,0,推销
詹某某您好！我们是浙江网商银行，您申请的款项二次审核已通过！您审批通过5万元。去添加财务下款QQ:[Phone]签订合同当日下款,1,贷款
哇，新年快乐，六合1肖三码，不收费加微：[Phone]不中包赔。YuZ,1,赌博
